"Season","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","ERA-","FIP-"
"1881","CLE","36","48","0","88","85","760.0","2.84","1.49","0.11",".277","52.8%","","","","2.68","","2.71","","6.3","100","101"
"1885","LOU","53","59","1","116","112","1002.0","4.15","1.95","0.12",".279","50.3%","","","","2.68","","2.78","","12.0","82","95"
"1910","NYG","91","63","10","235","155","1391.2","4.64","2.57","0.19",".282","68.7%","","","","2.68","","2.43","","21.3","88","85"
"1884","COL","69","39","1","118","110","962.1","4.92","1.61","0.21",".266","56.4%","","","","2.68","","3.01","","7.5","88","102"
"1966","CHW","83","79","34","402","163","1475.1","5.47","2.46","0.62",".248","75.4%","","","","2.68","","3.12","","17.8","83","93"
"1906","CIN","64","87","5","186","155","1369.2","3.73","3.09","0.09",".272","67.8%","","","","2.69","","2.70","","16.0","97","97"
"1968","LAD","76","86","31","380","162","1448.2","6.18","2.57","0.40",".277","74.7%","","","","2.69","","2.53","","15.2","98","98"
"1911","NYG","99","54","13","234","154","1368.0","5.07","2.43","0.22",".286","69.4%","","","","2.69","","2.76","","23.0","81","81"
"1912","WAS","91","61","7","227","154","1376.2","5.41","3.43","0.16",".281","69.0%","","","","2.69","","3.02","","16.0","81","97"
"1902","BRO","75","63","3","151","141","1256.0","3.84","2.60","0.07",".268","66.3%","","","","2.69","","2.78","","13.4","96","97"
"1907","STL","51","101","2","184","155","1365.2","3.91","3.30","0.13",".268","66.6%","","","","2.70","","2.60","","11.5","111","104"
"1904","BRO","56","97","2","174","154","1337.1","3.05","2.79","0.18",".274","66.3%","","","","2.70","","2.93","","6.7","102","113"
"1917","CIN","78","76","6","242","157","1397.1","3.14","2.59","0.13",".272","67.0%","","","","2.70","","2.68","","11.4","100","104"
"1884","BSU","56","51","1","118","109","953.1","7.11","1.04","0.16",".310","45.0%","","","","2.70","","2.27","","12.6","90","89"
"1919","NYG","87","53","13","236","140","1256.0","2.44","2.19","0.24",".252","70.6%","","","","2.70","","3.09","","7.9","96","108"
"1914","PIT","69","85","11","255","158","1405.0","3.13","2.51","0.17",".264","69.8%","","","","2.70","","2.83","","12.2","100","101"
"1885","PRO","53","57","0","113","110","960.2","3.48","2.20","0.17",".277","54.9%","","","","2.71","","3.09","","7.4","100","106"
"1914","CHC","78","76","11","266","156","1389.1","4.22","3.42","0.24",".257","65.2%","","","","2.71","","2.99","","10.7","98","104"
"1968","SFG","88","74","16","330","163","1469.0","5.77","2.11","0.53",".265","73.6%","","","","2.71","","2.62","","18.7","92","95"
"1933","NYG","91","61","15","282","156","1408.2","3.55","2.56","0.39",".256","73.5%","","","","2.71","","3.48","","12.8","84","101"
"1881","BSN","38","45","3","94","83","730.2","2.45","1.76","0.11",".288","55.5%","","","","2.71","","2.89","","5.4","99","106"
"1884","BAL","63","43","1","111","108","955.2","5.98","2.06","0.15",".293","55.1%","","","","2.71","","2.85","","11.7","84","92"
"1968","DET","103","59","29","402","164","1489.2","6.74","2.94","0.78",".246","79.5%","","","","2.71","","3.06","","17.8","89","95"
"1884","CUN","41","49","0","98","92","803.2","7.60","1.53","0.13",".315","54.3%","","","","2.72","","2.29","","10.4","91","90"
"1964","CHW","98","64","45","381","162","1467.2","5.86","2.46","0.76",".248","77.8%","","","","2.72","","3.28","","19.4","79","92"
"1968","NYM","73","89","32","375","163","1483.1","6.15","2.61","0.53",".261","76.5%","","","","2.72","","2.74","","16.5","92","98"
"1888","CIN","80","54","2","142","137","1237.2","3.92","2.25","0.14",".269","56.6%","","","","2.73","","2.74","","14.1","88","94"
"1903","CLE","77","63","1","155","140","1243.2","3.77","1.96","0.12",".277","61.5%","","","","2.73","","2.74","","12.7","94","98"
"1915","SLT","87","67","9","247","159","1426.0","4.41","2.50","0.14",".273","70.1%","","","","2.73","","2.46","","23.8","87","84"
"1913","WAS","90","64","20","275","155","1396.1","4.89","3.00","0.23",".264","68.8%","","","","2.73","","2.80","","14.3","94","98"
"1919","BRO","69","71","1","191","141","1281.0","3.34","2.05","0.15",".277","68.8%","","","","2.73","","2.71","","18.3","92","89"
"1918","CHW","57","67","8","192","124","1126.0","2.79","2.40","0.07",".280","69.2%","","","","2.73","","2.56","","14.6","99","91"
"1905","SLB","54","99","2","178","156","1384.2","4.11","2.53","0.12",".273","65.2%","","","","2.74","","2.63","","10.1","108","106"
"1888","DET","68","63","1","138","134","1199.0","3.92","1.37","0.33",".273","55.1%","","","","2.74","","2.72","","14.2","97","91"
"1968","PIT","80","82","30","407","163","1487.0","5.43","2.94","0.44",".269","75.3%","","","","2.74","","2.87","","12.3","93","103"
"1914","BSN","94","59","6","227","158","1421.0","3.84","3.02","0.24",".266","71.6%","","","","2.74","","2.94","","16.7","93","97"
"1911","BOS","78","75","8","238","153","1351.2","4.73","3.15","0.14",".293","66.0%","","","","2.74","","2.97","","15.6","82","96"
"1880","TRO","41","42","0","85","83","738.0","2.11","1.38","0.10",".283","50.6%","","","","2.74","","2.66","","6.1","111","108"
"1968","CHW","67","95","40","484","162","1468.0","5.11","2.76","0.59",".258","76.6%","","","","2.75","","3.16","","13.2","91","100"
"1917","WAS","74","79","10","255","157","1413.0","4.06","3.42","0.08",".268","69.0%","","","","2.75","","2.69","","14.4","105","98"
"1918","SLB","58","64","8","202","123","1111.1","2.80","3.26","0.09",".259","69.3%","","","","2.75","","2.90","","9.8","99","102"
"1882","CLE","42","40","0","87","84","751.2","2.78","1.58","0.26",".276","55.0%","","","","2.75","","3.05","","4.6","98","112"
"1903","DET","65","71","2","152","137","1196.0","4.17","2.53","0.14",".290","66.0%","","","","2.75","","2.88","","11.9","92","100"
"1912","BOS","105","47","6","213","154","1362.0","4.70","2.54","0.12",".281","68.3%","","","","2.76","","2.82","","18.1","84","92"
"1871","CHI","19","9","1","31","28","251.0","0.79","1.00","0.22",".306","29.0%","","","","2.76","","4.05","","2.7","65","95"
"1891","BSN","87","51","6","155","140","1241.2","3.81","2.64","0.37",".283","61.7%","","","","2.76","","3.25","","17.6","79","90"
"1916","PIT","65","89","7","259","157","1419.2","3.78","2.81","0.15",".264","67.9%","","","","2.76","","2.71","","11.8","106","104"
"1917","BSN","72","81","3","238","157","1424.2","3.75","2.34","0.12",".268","68.5%","","","","2.77","","2.45","","14.0","107","99"
"1903","SLB","65","74","3","155","139","1222.1","3.76","1.75","0.19",".289","66.5%","","","","2.77","","2.78","","10.6","97","101"
"1904","DET","62","90","2","183","162","1430.0","3.50","2.73","0.10",".277","66.9%","","","","2.77","","2.69","","8.0","107","113"
"1873","PWS","36","17","0","56","53","481.0","0.52","0.82","0.06",".320","41.2%","","","","2.77","","3.17","","5.5","84","96"
"1903","CHC","82","56","6","163","139","1240.1","3.27","2.57","0.10",".277","62.8%","","","","2.77","","3.03","","12.7","87","97"
"1916","NYY","80","74","17","258","156","1428.0","3.88","3.00","0.23",".272","70.4%","","","","2.77","","2.89","","12.6","98","103"
"1914","PHA","98","53","17","252","157","1404.0","4.62","3.34","0.12",".278","71.8%","","","","2.78","","2.69","","14.2","102","98"
"1883","CHI","59","39","1","106","98","862.0","3.12","1.28","0.22",".302","50.7%","","","","2.78","","3.31","","10.1","84","100"
"1906","NYH","90","61","5","223","155","1357.2","4.01","2.33","0.14",".274","67.9%","","","","2.78","","2.45","","18.1","96","92"
"1917","BRO","70","81","9","237","156","1421.1","3.69","2.56","0.20",".263","69.2%","","","","2.78","","2.68","","12.3","103","103"
"1954","CLE","111","43","36","316","156","1419.1","4.30","3.08","0.56",".246","76.2%","","","","2.78","","3.32","","19.9","77","91"
"1972","LAD","85","70","29","331","155","1403.0","5.49","2.75","0.53",".253","73.4%","","","","2.78","","2.94","","17.5","86","94"
"1890","CIN","77","55","1","144","134","1190.2","3.69","3.08","0.31",".269","60.2%","","","","2.79","","3.62","","13.9","78","96"
"1882","PIT","39","39","0","81","79","696.2","3.26","1.06","0.05",".287","46.5%","","","","2.79","","2.47","","9.1","105","88"
"1968","NYY","83","79","27","368","164","1467.1","5.10","2.60","0.61",".260","75.8%","","","","2.79","","3.06","","13.0","98","102"
"1915","PRB","86","67","12","244","156","1382.1","3.37","2.87","0.24",".268","72.1%","","","","2.79","","2.97","","11.4","93","104"
"1908","BSN","63","91","1","233","156","1404.2","2.67","2.71","0.19",".258","65.5%","","","","2.79","","2.68","","10.5","114","109"
"1879","TRO","19","56","0","79","77","695.0","2.72","0.61","0.17",".321","39.6%","","","","2.80","","2.58","","6.6","113","104"
"1882","BSN","45","39","0","89","85","749.0","4.23","0.93","0.12",".293","50.1%","","","","2.80","","2.31","","9.8","100","86"
"1920","NYG","86","68","9","258","155","1408.2","2.43","1.90","0.28",".266","70.5%","","","","2.80","","3.29","","12.2","91","102"
"1918","BRO","57","69","2","177","126","1131.2","3.14","2.54","0.17",".260","68.1%","","","","2.81","","2.71","","11.8","100","99"
"1965","LAD","97","65","34","364","162","1476.0","6.58","2.59","0.77",".252","77.2%","","","","2.81","","3.10","","15.6","87","99"
"1905","PHI","83","69","5","197","155","1398.2","3.32","2.64","0.14",".272","67.2%","","","","2.81","","2.86","","10.6","96","105"
"1875","KEO","1","12","0","13","13","112.0","0.80","1.13","0.00",".265","29.0%","","","","2.81","","2.57","","1.3","109","99"
"1972","PIT","96","59","48","360","155","1414.1","5.33","2.76","0.57",".268","76.1%","","","","2.81","","3.02","","18.2","84","94"
"1914","NYY","70","84","5","240","157","1397.1","3.63","2.51","0.19",".270","69.3%","","","","2.81","","2.75","","14.6","102","98"
"1914","BRO","75","79","11","253","154","1368.1","3.98","3.07","0.24",".277","67.7%","","","","2.82","","2.92","","13.7","99","99"
"1942","CIN","76","76","8","269","154","1411.2","3.93","3.35","0.30",".248","71.7%","","","","2.82","","3.14","","17.4","88","94"
"1902","NYG","48","88","1","160","139","1226.1","3.68","2.44","0.12",".285","63.6%","","","","2.82","","2.83","","10.7","102","102"
"1919","NYY","80","59","7","231","141","1287.0","3.50","3.03","0.33",".259","71.2%","","","","2.82","","3.28","","11.2","87","102"
"1915","KCP","81","72","11","228","153","1359.0","3.48","2.58","0.19",".263","68.0%","","","","2.82","","2.77","","13.8","95","99"
"1910","DET","86","68","5","219","155","1380.1","3.47","3.00","0.22",".267","69.2%","","","","2.82","","2.87","","8.8","108","112"
"1886","PIT","80","57","1","143","140","1226.0","3.78","2.19","0.07",".276","56.3%","","","","2.83","","3.10","","11.1","87","99"
"1904","SLB","65","87","1","178","156","1410.0","3.68","2.13","0.16",".278","66.4%","","","","2.83","","2.54","","8.5","113","110"
"1898","CHI","85","64","0","167","152","1342.2","2.17","2.44","0.11",".279","63.2%","","","","2.83","","3.26","","15.1","79","96"
"1905","DET","79","74","1","185","154","1348.0","3.86","3.16","0.07",".274","65.9%","","","","2.83","","2.83","","9.5","107","108"
"1910","PIT","86","67","12","254","154","1376.0","3.13","2.56","0.13",".266","67.3%","","","","2.83","","2.67","","15.1","94","95"
"1969","BAL","109","53","36","397","162","1473.2","5.48","3.04","0.71",".243","77.2%","","","","2.83","","3.38","","20.5","79","91"
"1911","PIT","85","69","11","239","155","1380.1","3.94","2.45","0.23",".270","68.3%","","","","2.84","","3.04","","19.4","84","89"
"1881","BUF","45","38","0","95","83","742.1","2.24","1.08","0.11",".314","54.6%","","","","2.84","","2.71","","8.1","101","96"
"1905","BOS","78","74","1","183","153","1356.1","4.33","1.94","0.22",".269","65.2%","","","","2.84","","2.52","","17.1","105","94"
"1915","CIN","71","83","12","273","160","1432.1","3.59","3.12","0.18",".269","69.8%","","","","2.84","","2.90","","10.9","102","106"
"1942","BRO","104","50","24","320","155","1398.2","3.94","3.17","0.47",".246","74.8%","","","","2.84","","3.35","","16.3","84","95"
"1905","CLE","76","78","0","170","155","1363.1","3.66","2.20","0.15",".272","65.7%","","","","2.85","","2.66","","10.8","110","105"
"1914","SLB","71","82","11","272","159","1410.2","3.53","3.45","0.13",".273","68.7%","","","","2.85","","2.98","","6.7","107","112"
"1912","PIT","93","58","7","228","152","1385.0","4.31","3.23","0.18",".277","70.3%","","","","2.85","","3.23","","15.0","86","97"
"1963","LAD","99","63","29","372","163","1469.2","6.71","2.46","0.68",".274","75.5%","","","","2.85","","2.86","","17.7","94","95"
"1886","DET","87","36","0","130","126","1103.2","4.83","2.20","0.16",".279","58.8%","","","","2.85","","3.00","","14.6","87","90"
"1914","DET","80","73","12","274","157","1412.0","3.61","3.17","0.11",".271","67.4%","","","","2.86","","2.85","","12.0","102","103"
"1972","MIN","77","77","34","357","154","1399.1","5.39","2.86","0.68",".250","74.5%","","","","2.86","","3.21","","15.2","91","98"
"1892","BSN","102","48","1","163","152","1336.0","3.43","3.10","0.28",".255","62.3%","","","","2.86","","3.20","","16.8","83","94"
"1915","DET","100","54","19","265","156","1413.1","3.50","3.13","0.09",".266","67.7%","","","","2.86","","2.80","","16.2","95","96"
"1905","PIT","96","57","6","202","155","1382.2","3.33","2.53","0.08",".271","67.5%","","","","2.86","","2.74","","15.6","94","96"
"1886","NYG","75","44","1","129","124","1062.0","4.98","2.37","0.19",".295","58.8%","","","","2.86","","3.07","","11.1","90","96"
"1915","STL","72","81","9","260","158","1400.2","3.46","2.58","0.19",".274","67.4%","","","","2.87","","2.78","","12.4","105","102"
"1901","PHI","83","57","2","156","140","1246.1","3.47","1.87","0.14",".284","65.7%","","","","2.87","","2.98","","14.6","87","94"
"1905","WAS","64","87","1","194","154","1362.1","3.56","2.54","0.08",".273","63.9%","","","","2.87","","2.69","","9.7","111","107"
"1883","PHA","66","32","0","104","98","873.0","3.58","0.98","0.23",".298","47.6%","","","","2.88","","3.12","","12.0","84","91"
"1885","DET","41","67","1","111","108","954.1","4.48","2.11","0.17",".300","52.2%","","","","2.88","","2.83","","11.4","103","94"
"1909","SLB","61","89","4","209","154","1354.2","4.12","2.54","0.11",".284","67.1%","","","","2.88","","2.30","","12.4","119","102"
"1919","PIT","71","68","4","193","139","1249.0","2.82","1.90","0.17",".252","68.6%","","","","2.88","","2.82","","15.5","98","94"
"1910","CLE","71","81","5","243","161","1467.0","3.79","2.99","0.06",".282","66.8%","","","","2.88","","2.57","","13.7","112","102"
"1891","PIT","55","80","2","153","137","1197.2","3.35","3.49","0.23",".278","56.0%","","","","2.89","","3.44","","10.8","88","100"
"1920","PIT","79","75","10","240","155","1415.1","2.82","1.78","0.16",".272","68.9%","","","","2.89","","3.00","","19.7","91","90"
"1904","PIT","87","66","1","181","156","1348.1","3.04","2.53","0.09",".273","66.3%","","","","2.89","","2.71","","13.8","105","99"
"1968","MIN","79","83","29","391","162","1433.1","6.25","2.60","0.58",".259","73.1%","","","","2.89","","2.78","","23.1","94","85"
"1981","NYY","59","48","30","268","107","948.0","5.75","2.72","0.61",".263","75.5%","","","","2.90","","3.14","","15.6","81","86"
"1911","CHC","92","62","16","254","157","1411.0","3.71","3.35","0.17",".268","68.4%","","","","2.90","","3.30","","14.3","87","98"
"1920","CIN","82","71","9","236","154","1391.2","2.81","2.54","0.17",".268","69.0%","","","","2.90","","3.29","","10.9","96","104"
"1898","BAL","95","53","0","168","153","1323.0","2.87","2.72","0.12",".269","64.2%","","","","2.90","","3.20","","16.9","80","92"
"1913","PIT","78","71","7","264","155","1400.0","3.79","2.79","0.17",".282","69.0%","","","","2.90","","2.88","","13.7","95","98"
"1918","BSN","53","71","0","155","124","1117.1","2.74","2.23","0.11",".277","67.7%","","","","2.90","","2.59","","10.5","109","100"
"1901","BSN","69","69","0","153","140","1263.0","3.98","2.49","0.21",".280","66.6%","","","","2.90","","3.17","","15.8","84","95"
"1883","NYM","54","42","0","97","97","874.0","4.94","1.27","0.12",".271","54.6%","","","","2.90","","2.76","","14.6","86","82"
"1916","CLE","77","77","16","297","157","1410.0","3.43","2.98","0.10",".292","68.8%","","","","2.90","","2.76","","17.6","98","93"
"1942","NYY","103","51","17","243","154","1375.0","3.65","2.82","0.46",".259","74.6%","","","","2.91","","3.25","","17.3","81","95"
"1988","NYM","100","60","46","401","160","1439.0","6.88","2.53","0.49",".276","73.3%","","","","2.91","","2.86","","25.6","88","83"
"1964","LAA","82","80","41","447","162","1450.2","5.99","3.29","0.62",".266","76.0%","","","","2.91","","3.37","","17.7","85","94"
"1903","PIT","91","49","5","167","141","1251.1","3.27","2.76","0.06",".282","62.4%","","","","2.91","","3.04","","14.3","89","96"
"1882","STL","36","43","1","84","79","688.1","2.94","1.35","0.09",".296","40.9%","","","","2.92","","2.69","","8.3","107","94"
"1968","ATL","81","81","29","362","163","1474.2","5.32","2.21","0.53",".265","73.3%","","","","2.92","","2.77","","16.1","97","97"
"1967","SFG","91","71","25","377","162","1474.1","6.04","2.77","0.69",".261","75.5%","","","","2.92","","3.17","","17.2","86","97"
"1885","PIT","56","55","0","118","111","1011.0","4.04","1.79","0.12",".274","54.3%","","","","2.92","","2.76","","8.7","96","101"
"1975","LAD","88","74","21","330","162","1469.1","5.48","2.74","0.64",".245","74.9%","","","","2.92","","3.26","","20.6","84","91"
"1884","BUF","63","47","1","120","114","1001.0","4.80","1.70","0.41",".303","51.9%","","","","2.92","","3.37","","12.3","95","96"
"1945","WAS","87","67","11","266","156","1412.2","3.50","2.80","0.27",".258","70.5%","","","","2.92","","3.11","","17.5","91","94"
"1943","NYY","98","56","13","253","155","1415.1","4.15","3.11","0.38",".252","72.2%","","","","2.93","","3.10","","18.8","89","93"
"1905","NYH","71","78","4","228","152","1353.2","4.27","2.63","0.17",".276","64.3%","","","","2.93","","2.70","","16.3","102","96"
"1933","CHC","86","68","9","251","154","1362.0","3.22","2.73","0.34",".266","72.5%","","","","2.93","","3.54","","12.4","90","102"
"1919","CLE","84","55","10","232","139","1245.0","3.12","2.62","0.14",".289","68.2%","","","","2.93","","2.94","","17.6","88","90"
"1892","PHI","87","66","5","179","155","1379.0","3.28","3.21","0.16",".273","62.9%","","","","2.93","","3.10","","15.2","90","96"
"1890","BSN","76","57","1","136","134","1187.0","3.84","2.68","0.20",".280","62.0%","","","","2.93","","3.31","","20.3","78","84"
"2015","STL","100","62","62","677","162","1464.2","8.17","2.93","0.76",".297","79.4%","48.0%","9.4%","93.9","2.94","","3.48","3.71","20.6","77","91"
"1876","NYM","21","35","0","58","57","530.0","0.63","0.41","0.14",".328","45.2%","","","","2.94","","2.43","","3.4","131","108"
"1914","CIN","60","94","15","263","157","1387.1","3.94","3.17","0.19",".271","65.2%","","","","2.94","","2.90","","12.6","105","101"
"1969","STL","87","75","26","345","162","1460.1","6.19","3.15","0.61",".269","76.3%","","","","2.94","","3.13","","22.0","82","91"
